name,1-1-mtk,1-2-mtk,2-1-mtk,2-2-mtk,1-1-ing,1-2-ing,2-1-ing,2-2-ing,1-1-bhs,1-2-bhs,2-1-bhs,2-2-bhs,1-1-kkm_bhs,1-2-kkm_bhs,2-1-kkm_bhs,2-2-kkm_bhs,1-1-kkm_ing,1-2-kkm_ing,2-1-kkm_ing,2-2-kkm_ing,1-1-kkm_mtk,1-2-kkm_mtk,2-1-kkm_mtk,2-2-kkm_mtk,IPK
student263,85.00,85.00,82.00,90.00,78.00,81.00,83.00,84.00,81.00,83.00,90.00,92.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.830555
student264,82.00,86.00,87.00,94.00,86.00,87.00,83.00,86.00,81.00,82.00,87.00,89.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.669444
student265,81.00,83.00,80.00,81.00,83.00,83.00,83.00,86.00,91.00,90.00,89.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.452777
student266,77.00,86.00,86.00,86.00,88.00,89.00,80.00,89.00,85.00,88.00,88.00,86.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.916666
student267,80.00,85.00,94.00,93.00,88.00,89.00,86.00,93.00,83.00,85.00,87.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.983333
student268,88.00,85.00,96.00,98.00,97.00,97.00,98.00,95.00,89.00,90.00,92.00,91.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,2.880555
student269,88.00,84.00,88.00,79.00,79.00,80.00,84.00,85.00,89.00,91.00,88.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.088888
student270,87.00,84.00,87.00,83.00,85.00,89.00,83.00,86.00,79.00,82.00,84.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,
student271,85.00,88.00,92.00,85.00,89.00,85.00,93.00,84.00,79.00,81.00,87.00,82.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.555555
student272,86.00,89.00,90.00,84.00,85.00,85.00,87.00,88.00,82.00,88.00,86.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.583333
student273,71.00,74.00,81.00,82.00,78.00,84.00,85.00,79.00,76.00,80.00,88.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.247222
student274,79.00,78.00,78.00,87.00,88.00,86.00,87.00,77.00,94.00,95.00,90.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.141666
student275,75.00,83.00,93.00,93.00,77.00,92.00,86.00,92.00,76.00,95.00,90.00,93.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.802500
student276,76.00,83.00,96.00,88.00,89.00,85.00,89.00,90.00,86.00,78.00,83.00,90.00,70.00,70.00,72.00,72.00,70.00,70.00,72.00,72.00,70.00,70.00,72.00,72.00,3.577500
student277,73.00,80.00,83.00,83.00,74.00,85.00,82.00,82.00,79.00,87.00,79.00,78.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.045000
student278,82.00,90.00,90.00,92.00,82.00,93.00,87.00,91.00,91.00,89.00,89.00,93.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.955000
student279,91.00,75.00,83.00,88.00,86.00,89.00,76.00,92.00,82.00,84.00,84.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.477500
student280,83.00,80.00,82.00,88.00,86.00,85.00,86.00,92.00,82.00,84.00,84.00,78.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.465000
student281,81.00,83.00,79.00,81.00,87.00,88.00,88.00,90.00,88.00,91.00,81.00,83.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.840000
student282,83.00,85.00,90.00,90.00,92.00,86.00,85.00,83.00,87.00,90.00,87.00,89.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.787500
student283,87.00,81.00,95.00,89.00,87.00,90.00,95.00,93.00,96.00,97.00,87.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.072500
student284,90.00,89.00,88.00,85.00,85.00,87.00,82.00,84.00,80.00,82.00,82.00,81.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.650000
student285,70.00,79.00,86.00,88.00,79.00,83.00,86.00,76.00,87.00,73.00,82.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0.000000
student286,84.00,85.00,86.00,87.00,93.00,93.00,89.00,90.00,82.00,85.00,90.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.157500
student287,80.00,77.00,78.00,77.00,80.00,83.00,88.00,86.00,87.00,85.00,87.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.320000
student288,78.00,83.00,83.00,86.00,80.00,80.00,82.00,83.00,76.00,75.00,86.00,87.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.480000
student289,86.00,81.00,92.00,89.00,79.00,73.00,90.00,91.00,81.00,81.00,77.00,79.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.450000
student290,73.00,78.00,81.00,84.00,76.00,74.00,86.00,87.00,76.00,75.00,76.00,87.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,68.00,3.010000
student291,76.00,90.00,88.00,86.00,81.00,80.00,79.00,78.00,81.00,83.00,74.00,81.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.927500
student292,70.00,75.00,80.00,82.00,79.00,92.00,84.00,83.00,73.00,75.00,75.00,75.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.997500
student293,70.00,83.00,79.00,79.00,89.00,73.00,75.00,80.00,81.00,83.00,87.00,81.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.305000
student294,98.00,97.00,95.00,96.00,98.00,97.00,98.00,95.00,92.00,94.00,99.00,99.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.775000
student295,84.00,85.00,89.00,91.00,84.00,86.00,88.00,89.00,86.00,90.00,90.00,90.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.000000
student296,83.00,87.00,88.00,88.00,93.00,89.00,85.00,84.00,90.00,90.00,90.00,91.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.257500
student297,90.00,95.00,91.00,85.00,89.00,96.00,90.00,86.00,96.00,90.00,90.00,91.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0.000000
student298,90.00,90.00,87.00,82.00,80.00,81.00,87.00,89.00,87.00,87.00,87.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.382500
student299,77.00,77.00,80.00,81.00,77.00,79.00,75.00,78.00,80.00,80.00,82.00,84.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,67.00,67.00,70.00,70.00,2.745000
student300,90.00,90.00,92.00,89.00,97.00,99.00,95.00,97.00,90.00,94.00,97.00,98.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.412500
student301,78.00,82.00,83.00,81.00,89.00,85.00,86.00,88.00,76.00,88.00,95.00,81.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.150000
student302,81.00,79.00,87.00,86.00,80.00,82.00,91.00,87.00,79.00,75.00,84.00,84.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.822500
student303,80.00,81.00,85.00,87.00,83.00,84.00,86.00,88.00,78.00,80.00,82.00,86.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,0.000000
student304,75.00,86.00,88.00,88.00,80.00,87.00,88.00,74.00,80.00,89.00,87.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.546341
student305,78.00,78.00,79.00,74.00,77.00,81.00,82.00,83.00,77.00,78.00,80.00,80.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.419512
student306,75.00,75.00,74.00,75.00,76.00,84.00,77.00,82.00,76.00,83.00,85.00,87.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.704878
student307,73.00,76.00,78.00,83.00,85.00,86.00,86.00,86.00,84.00,82.00,87.00,88.00,70.00,70.00,73.00,73.00,70.00,70.00,73.00,73.00,70.00,70.00,73.00,73.00,3.892682
student308,86.00,85.00,82.00,76.00,91.00,97.00,81.00,76.00,75.00,82.00,92.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.741860
student309,86.00,82.00,85.00,83.00,78.00,79.00,86.00,86.00,89.00,88.00,91.00,93.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.793023
student310,83.00,84.00,86.00,88.00,85.00,86.00,90.00,92.00,86.00,87.00,90.00,91.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.555813
student311,94.00,98.00,83.00,77.00,77.00,78.00,88.00,92.00,81.00,90.00,98.00,82.00,76.00,76.00,77.00,77.00,76.00,76.00,77.00,77.00,76.00,76.00,77.00,77.00,3.576744
student312,88.00,83.00,91.00,81.00,85.00,80.00,82.00,82.00,85.00,83.00,83.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.460465
student313,85.00,81.00,95.00,79.00,84.00,83.00,86.00,85.00,75.00,82.00,91.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.346511
student314,83.00,76.00,85.00,80.00,82.00,77.00,83.00,89.00,85.00,89.00,89.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.762790
student315,84.00,85.00,85.00,86.00,85.00,85.00,85.00,88.00,75.00,76.00,86.00,86.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.546511
student316,84.00,81.00,85.00,89.00,89.00,82.00,87.00,81.00,84.00,81.00,82.00,82.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,70.00,70.00,75.00,75.00,3.548837
student317,72.00,74.00,84.00,90.00,80.00,83.00,84.00,85.00,80.00,80.00,84.00,87.00,67.00,67.00,72.00,72.00,67.00,67.00,72.00,72.00,67.00,67.00,72.00,72.00,3.860465
student318,85.00,85.00,83.00,80.00,82.00,81.00,86.00,84.00,80.00,80.00,86.00,88.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.627906
student319,80.00,84.00,95.00,85.00,79.00,90.00,84.00,88.00,87.00,87.00,93.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.688372
student320,81.00,80.00,88.00,80.00,83.00,88.00,86.00,88.00,88.00,89.00,93.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.453488
student321,70.00,80.00,94.00,85.00,75.00,92.00,88.00,73.00,75.00,75.00,73.00,74.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.153488
student322,87.00,82.00,83.00,75.00,86.00,83.00,82.00,80.00,82.00,87.00,84.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.325581
student323,83.00,79.00,82.00,87.00,90.00,84.00,83.00,92.00,80.00,81.00,83.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0.000000
student324,78.00,86.00,85.00,81.00,81.00,78.00,82.00,84.00,78.00,81.00,93.00,95.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,70.00,70.00,71.00,71.00,3.353488
student325,81.00,82.00,78.00,75.00,80.00,87.00,92.00,78.00,90.00,90.00,96.00,94.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.209302
student326,82.00,78.00,94.00,80.00,75.00,81.00,81.00,84.00,83.00,81.00,88.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.290697
student327,87.00,78.00,86.00,85.00,81.00,81.00,82.00,81.00,92.00,80.00,82.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.686046
student328,81.00,79.00,95.00,86.00,85.00,93.00,85.00,83.00,86.00,86.00,84.00,90.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.465116
student329,92.00,87.00,87.00,85.00,83.00,84.00,86.00,83.00,86.00,80.00,88.00,82.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.486046
student330,91.00,86.00,93.00,86.00,86.00,96.00,91.00,85.00,92.00,89.00,90.00,87.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.620930
student331,78.00,79.00,90.00,84.00,87.00,90.00,87.00,86.00,87.00,85.00,81.00,88.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.651162
student332,82.00,77.00,92.00,87.00,81.00,89.00,89.00,90.00,87.00,88.00,95.00,93.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.686046
student333,75.00,79.00,90.00,89.00,82.00,91.00,81.00,83.00,85.00,84.00,84.00,86.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.174418
student334,83.00,83.00,84.00,89.00,81.00,81.00,84.00,88.00,84.00,84.00,84.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.616279
student335,83.00,84.00,94.00,96.00,91.00,94.00,95.00,91.00,88.00,84.00,84.00,92.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.979069
student336,76.00,77.00,87.00,79.00,79.00,80.00,82.00,81.00,76.00,78.00,76.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.214285
student337,71.00,76.00,82.00,82.00,72.00,75.00,84.00,82.00,79.00,83.00,77.00,78.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,3.126190
student338,75.00,76.00,78.00,79.00,78.00,78.00,78.00,80.00,80.00,82.00,85.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.147500
student339,80.00,84.00,95.00,99.00,98.00,98.00,87.00,89.00,86.00,94.00,93.00,87.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,4.000000
student340,87.00,83.00,87.00,85.00,85.00,91.00,87.00,74.00,82.00,90.00,91.00,89.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,0.000000
student341,72.00,76.00,78.00,76.00,86.00,87.00,85.00,81.00,83.00,85.00,93.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.694736
student342,84.00,84.00,88.00,90.00,93.00,91.00,92.00,91.00,94.00,91.00,91.00,92.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,
student343,87.00,89.00,87.00,79.00,85.00,94.00,85.00,86.00,93.00,93.00,93.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.530555
student344,77.00,83.00,88.00,85.00,76.00,83.00,84.00,88.00,86.00,85.00,91.00,89.00,75.00,75.00,77.00,77.00,75.00,75.00,77.00,77.00,73.00,73.00,77.00,77.00,3.354761
student345,82.00,82.00,80.00,87.00,77.00,88.00,82.00,85.00,83.00,87.00,85.00,80.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.533333
student346,80.00,81.00,85.00,88.00,86.00,94.00,75.00,78.00,95.00,92.00,95.00,81.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.788095
student347,78.00,78.00,78.00,79.00,78.00,79.00,78.00,78.00,78.00,80.00,80.00,81.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.564285
student348,75.00,76.00,82.00,84.00,80.00,81.00,82.00,81.00,86.00,85.00,82.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.507142
student349,79.00,78.00,84.00,84.00,81.00,80.00,82.00,83.00,85.00,86.00,84.00,85.00,73.00,73.00,74.00,74.00,73.00,73.00,74.00,74.00,73.00,73.00,74.00,74.00,3.550000
student350,74.00,76.00,78.00,80.00,75.00,77.00,78.00,80.00,76.00,78.00,80.00,82.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.516666
student351,93.00,93.00,87.00,91.00,80.00,90.00,88.00,82.00,82.00,80.00,85.00,85.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,3.964285
student352,75.00,76.00,77.00,74.00,98.00,88.00,79.00,82.00,78.00,78.00,76.00,81.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.367500
student353,76.00,86.00,70.00,86.00,81.00,90.00,93.00,87.00,91.00,92.00,81.00,85.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,4.000000
student354,75.00,86.00,95.00,80.00,70.00,80.00,77.00,79.00,79.00,78.00,75.00,79.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,2.610000
student355,85.00,89.00,90.00,85.00,89.00,91.00,85.00,82.00,85.00,90.00,91.00,80.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.410000
student356,77.00,74.00,76.00,79.00,72.00,75.00,70.00,77.00,80.00,80.00,80.00,76.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.768421
student357,65.00,83.00,79.00,85.00,81.00,84.00,87.00,83.00,78.00,86.00,86.00,87.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,2.828947
student358,85.00,88.00,89.00,90.00,82.00,85.00,85.00,86.00,87.00,87.00,91.00,91.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.663157
student359,79.00,82.00,94.00,87.00,81.00,84.00,81.00,82.00,84.00,86.00,92.00,92.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.281578
student360,75.00,77.00,78.00,80.00,76.00,78.00,79.00,80.00,78.00,80.00,83.00,85.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,2.944736
student361,84.00,87.00,87.00,88.00,80.00,83.00,84.00,87.00,83.00,83.00,83.00,87.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,
student362,84.00,85.00,85.00,81.00,84.00,87.00,88.00,85.00,82.00,81.00,84.00,85.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.392105
student363,79.00,79.00,81.00,84.00,81.00,82.00,77.00,85.00,79.00,88.00,87.00,86.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,1.058333
student364,81.00,90.00,89.00,80.00,87.00,86.00,90.00,87.00,86.00,93.00,90.00,90.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.581578
student365,85.00,89.00,92.00,83.00,90.00,84.00,87.00,92.00,82.00,89.00,89.00,88.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.615789
student366,82.00,82.00,82.00,82.00,84.00,84.00,89.00,86.00,83.00,84.00,83.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.355263
student367,78.00,83.00,83.00,84.00,79.00,81.00,82.00,83.00,80.00,84.00,85.00,88.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,73.00,73.00,75.00,75.00,1.247368
student368,75.00,78.00,79.00,75.00,75.00,75.00,75.00,75.00,78.00,80.00,79.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.402380
student369,82.00,81.00,83.00,83.00,79.00,95.00,86.00,86.00,86.00,83.00,83.00,90.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.335000
student370,84.00,87.00,90.00,97.00,90.00,91.00,87.00,86.00,87.00,90.00,89.00,89.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,3.175000
student371,78.00,76.00,81.00,80.00,80.00,77.00,80.00,80.00,87.00,83.00,77.00,83.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.235000
student372,87.00,93.00,85.00,80.00,85.00,88.00,93.00,92.00,84.00,86.00,84.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.658139
student373,74.00,70.00,72.00,78.00,72.00,72.00,73.00,76.00,89.00,87.00,78.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.195000
student374,73.00,80.00,77.00,73.00,78.00,81.00,84.00,84.00,76.00,77.00,79.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.055000
student375,82.00,88.00,91.00,93.00,92.00,92.00,93.00,94.00,84.00,86.00,88.00,91.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,3.502500
student376,76.00,83.00,78.00,81.00,75.00,75.00,80.00,81.00,79.00,76.00,82.00,79.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,2.895238
student377,80.00,80.00,80.00,83.00,74.00,77.00,76.00,76.00,77.00,79.00,79.00,80.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,3.319047
student378,79.00,91.00,86.00,80.00,85.00,85.00,86.00,89.00,81.00,80.00,82.00,80.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.627906
student379,75.00,88.00,78.00,83.00,92.00,89.00,85.00,84.00,91.00,89.00,81.00,85.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.900000
student380,85.00,87.00,90.00,78.00,81.00,91.00,88.00,88.00,89.00,89.00,90.00,89.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.644186
student381,78.00,80.00,83.00,83.00,84.00,84.00,85.00,85.00,82.00,83.00,84.00,85.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.565116
student382,79.00,80.00,80.00,78.00,81.00,81.00,90.00,90.00,87.00,85.00,87.00,85.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.300000
student383,79.00,82.00,79.00,84.00,84.00,85.00,80.00,80.00,77.00,85.00,76.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.265116
student384,84.00,82.00,99.00,80.00,83.00,92.00,83.00,78.00,76.00,85.00,88.00,86.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.462500
student385,83.00,81.00,77.00,78.00,78.00,76.00,82.00,91.00,79.00,82.00,95.00,82.00,76.00,76.00,77.00,77.00,76.00,76.00,77.00,77.00,76.00,76.00,77.00,77.00,3.681395
student386,75.00,81.00,82.00,83.00,85.00,80.00,82.00,80.00,77.00,86.00,73.00,83.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,67.00,3.560000
student387,72.00,72.00,76.00,70.00,71.00,82.00,74.00,78.00,82.00,87.00,78.00,78.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,3.200000
student388,91.00,90.00,88.00,85.00,86.00,94.00,96.00,94.00,83.00,86.00,90.00,91.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,72.00,72.00,75.00,75.00,3.646511
student389,80.00,82.00,85.00,88.00,84.00,84.00,84.00,85.00,83.00,84.00,84.00,85.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.741860
student390,76.00,77.00,77.00,81.00,87.00,85.00,79.00,74.00,86.00,87.00,79.00,75.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,2.802500
student391,89.00,90.00,88.00,84.00,80.00,83.00,94.00,81.00,89.00,81.00,84.00,80.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,75.00,75.00,78.00,78.00,3.142500
student392,88.00,79.00,84.00,86.00,82.00,89.00,87.00,86.00,82.00,81.00,82.00,88.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,75.00,75.00,76.00,76.00,3.513953
student393,73.00,79.00,73.00,76.00,88.00,85.00,73.00,76.00,79.00,76.00,73.00,78.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,
student394,76.00,78.00,91.00,77.00,87.00,75.00,79.00,83.00,75.00,76.00,79.00,82.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,3.613953
